address,value_zubrin,last_height
MVu2d7h9R2MxthEBp6e2RsLQQNBuy932yk,100500000000,1761409
MMghs54hCTTjTCeMrGiL3Mk92RVjCieWbi,43000000,822456
MV7561ZdfwVGYWf4DhLCM5RGvoM6aU1LHf,43200000,827625
MB3yvu19s2xa3tkpuCUmS7YPicvmr9HPN9,24000000,822969
MMNKiPoD1CR6dUZ4RhLi1CD4a9gi1izq4Q,10000000,823358
MRqi23YytdxtVH4RkcZjkSe7rKzBPypztm,42300000,876970
MHFnw4FRxYpsLPGxGyjAMqHyHTXMwn4SbJ,1000610,971963
MFGLG7yHTVFV3Gz2XHMAt86Xvf1UHLKvQM,1000000,839184
M8tas6pGSBcgFXMMvXf58NPRoGBRYqLLhR,40200000,873281
MDkfJzqEJRxnkfjwy9pFw9BGKCmLKhBAx7,30000000,822376
MUycU1qJyYMEgA9ACak22exvNUuwh8RASu,22100000,850088
MFupWfa3nTQToMK1sEutGX4F4KYfGoDPy6,1000000,858832
MKqD2SzPYRLHJCeGBmkt48yxuKpdfeJr3C,1049746392561,150153
MWkZNwg3CrEmsnBxCj1yCDxuvdGLDhoeX8,15114805066,91114
M7yQSFG9BDt2y2aSJMh7142qgyN6MB7qjQ,32100000,823950
M8ESJrPaCa8pQJN37PvZjxBmkz6AcoqrH4,43100000,750226
M98xmnzxmeFD4Knzotn7a1qLvcdGYmbH2t,32100000,874779
MCKDY6ay7FMEZpvZ6e6dPMPHi1c4r9ofJZ,33000000,811226
MTpAxXrTY3zdWoy3WmuE2UeRTqp2vAMCGY,1000000,839184
MD7AWFtgSL1bECddjLA327K4vVQwaALr4J,400000000,89632
MEuPG9qxYhpHTnGDiCgJsxFMg6dS6zgoNZ,1000000,838077
MFRAszTq8mBL7Fc5bXDurwsQxqtPAGtKv7,2000000,836711
MLCRR8gYNHdXqaAvuiq5Zh679a7qGkvZx9,31000000,850088
MT1yUJ3oLWW8mrPcFRorDeDPWpR9tyQGTz,32100000,636002
MNWAkzHJ8wDnUVYUCnZ1dL222m5z4XdidW,2086309437,59584
MT8E9gMD3Rik64q51vA59TxVmEPLxmE2Fd,200000000,61470
MStiuNnKgNyFWLYqFjbsXr9ww4dziBjwWC,10000000,824032
MRCx4qoDHP4VrLSp9yJdnpGzPS7wa6fRCf,24100000,864541
MQAhprcS89BvhGXRtF9yZtskT6GTeYiLjL,23100000,827550
MQAu5UAeAMHbBCy6RPrhQqQC7tadRTtePE,52200000,821898
MEeo2gp3Y4Luv5rtSQBgbLia1mBvKuaRQg,21200000,788635
MMsFwXYQrqPCL5vZMxQGFCrTcAH5UmjtTo,42000000,733860
MUGknukhFxiMzJBVNGmeC6qXogKnzze6Wo,33000000,822363
MMo7kyRu3TAhTi8WdAzR99T9MDozNjCJ5y,12000000,843088
MWG7pD5PVECZW1hvezM3SAprNS5YxgDxfD,40400000,876937
MP9okSyp8HYrum5juLQAKPNY1mqadVKU2W,1000000,841941
M96b4ogS6AHN6wTSuR1whpbkN9e1ruc6Hk,54100000,884502
MMmLPbx8TuuaRjXTL245hurDwuw67ygrjU,1000000,835548
MHDoqf6AmFubrJezqan5RGYagHSuoodGZS,22400000,1479558
MMj4WmdmLRQ5wkPe45AprhRfpp4ye6vmkY,10000000,357081
MMMovEG15xiEKDWf5Jw4xeBg8ZwcEeCxuN,300000000,57736
MKczy9znWdjVnm1SponbvfvcGBHQez2u6b,1000000,843095
ME5siXvq4Sqnt7WRTHZ2XXTcTbwETcGCe8,400000,868328
MKrifjn9nQQY2X8Rukhto2uRDbwZz68swd,32100000,750226
MHWuV5jxzdd1CjUuo8VsfQCSBWEZ4Wu9ie,20200000,824326
M87vbaD5ubyjtzK9yWadLMkdjZX2sFbQWi,2000000,836555
MJvqqMn2DeqYSUoGHna3BGFotSVzjAwqdp,1000000,839782
MDN6QaBEYQBPuNEaB2eVvTEgNW4MgnyE2Y,2000000,843033
MTthdS6mwjo3Y8p4bMeWQwALCeNNxnsWxq,1000000,827623
MWzCxc9SCViDqCRb321H3ec8H2zUg6MkTF,31000000,822475
MWrj7omyyfoT323UVHQ8dShgmRkUXsTZAg,33100000,846072
MRPp1WsX94Hxqrw7sJvHRQK5hTzAqR5Mnf,2000000,843033
MBA5rjN3WB2BifqSpzGF81AZC5YKg4Cig1,1000000000,34493
MV3qr1JuvxoyR7Lkonr2dKoQeGG9yN1Gk3,21000000,822994
MMvbZxdPZLAmj2K4m4YSrjzWycMwyyvU6C,21000000,823401
MEkghBx87UHiEW1LU6nZuANqYtrAh84x1h,1729400,1541339
MEegoQNmk8oimHYPie2YBG9rNEFNr1JNhQ,342800000000,168044
MFFXaeS5mEazCLR783mDPoqaNHHg9udASe,13000000,822933
M8H8u2GFcavSoCo8DiJTjsugBwxiAZmpmZ,1000000,839782
MLZJHpY86dNjk1cbdvftV8gbnBht1a15Aa,21200000,876970
MK7jw4URHumLxdwEordArGgw8D1vGd55P4,54400000,822994
MWen1S76TdZ1d5ou5FN1AXWfq1v35hczDB,11100000,822434
MPSMceRA9u7yt1uD5VAToGak3Gu1dVYZH4,10100000,764273
MWNFYWZZkHjhmEA5vo8GPUHpPdc3XWS5gk,51100000,628287
M9oqBtrGmRBhYt8mQ9N2bHysyABk9ujhy7,11000000,849902
MTWapL3zBPX1nDWkjMNrEZ7WTAZVHCCG8W,2000000,843096
MNyh73taFarbjWYmUVVpo8GSChwjDa6TN3,1000000,839782
MH7HpTUGjTFZ74DkfBphScUFpzQsfdKs7L,40300000,867872
MWKKVJVjwYf864M45HpahcxkApSCKJV1tm,72000000,821904
M9kupyZSLYzjiwdb5UYTnqMBKgH6RE7ray,11000000,822920
MEzQe2eR17s9xTeSDka72KuWbmErSQkSm2,53200000,864541
MBsKrpTA99XX5H3UVc6gVruZwTCXpkZD48,31000000,824325
MPeeoM4qVjqDq3P9G3jR6NDiM3kbtSQDMk,1100000,9408
MSbXUrzgoTicHxYTT9uG8eknAM6Ua3RpSV,10200000,867818
MULumGe3uvA7t4vkFpsJqsVdpL9cvqFepA,400000,876970
MBtxuH6jDcMPu4cNZb52iAozwqmKJP1mbL,100000000,97218
MQeur9mF79oTENWXjkkpA8aG1nxVKsdieR,52300000,868328
MHDbmnCFbEMm6xzsjH2Fu6vMv9P8we4De4,21200000,823358
MBFjvp8GY3xJAH7BCoauNjEaSnYY8jendU,1400000,872296
MEBjP6F3nHXUB5oy3HPb3WJkYZ6d3NgS4o,3758001,1425400
MLtcYcBtMbxJjon45FkUtqEfsqbYiiDSAL,1000000,835740
MWohZJT8SX5WKuXzX5uwKiXPpTaDn9YHaK,31000000,823017
MV1GU3Xe1JeFcM3op8vHAp3mxts6HGCEkM,6972800,1704774
MAxStkfxz5WPTWxN2sJvsQk6kHV4BNbQHL,43200000,865876
MSoReX5A3E75BpHomTbtG91Qu765nr3ZTy,20346000000,971540
MJ3zycoMzFW98kwZuRAA2UeFhSz54gVogW,41300000,740032
M8L6pQLz5ofyM7MtrAtQySLXVm6DqdKQvm,1000000000,279103
MRKg5819zt3jcK8iJMirSzKrG6SwK2s7Dm,52500000,850088
MDmYpkZX2hNaZHyYC9GKorGWsdgDvFJ7SK,23200000,872814
MCVn7FKg87g7LiX7yjbVm2fyMdgJVo5xVb,43000000,852396
MQaWpKGNokEmeQoQhzDre5cEetW3ZYkEZ2,1000000,839211
MJFMi87gw8TsUxAnA2wBFpTZJthUH255mn,53100000,874779
MKXeW3U8ofStmu4Dzm4fDMYBRCkwwd9ndn,40000000,822993
MW9DfvAC7AmzqryeenjkgfcsG2CMwLEQno,10000000,94137
MGsgdMWQyUDwoYNccu69quHsWAUsg1MQBf,32100000,836914
MRk2r2fMoJsby4oSSwqh5veQWvEw27zCi5,500000000,19714
MLSt7xfCrDm7otR6m9A6q33DM2cAkDcssq,12100000,823367
MWbmSS76mY8nZoB2L8JHEcQYQKqsFVAtuv,2000000,843070
MFEnGCMnsWzRaPW3QppppP3E13jUCNNsjJ,11000000,846072
MHmZaN82gZQvyVPmGQbLBh7nzQ3Wi6gs1i,31200000,822494
MJ4FN3H8t1NaUWtA1Rru3nUcgDmNLboAGw,33200000,820792
MSYsrbcJDqQ7EfAxyj2qRCH134XKSEV9f4,153000000,822994
M9jXydWEWgYnnqUA7dcAHTFHndfJgWCN8V,80200000,876970
MVKcKMZbF7DCLNniFjpHcXbJsgFE3crgzY,11000000,841954
MW5cNtoNE4Q5BemDsDfjHMVSNV3NKWiTkP,32000000,824332
MFjWkvJQH7Q35h14adV4kynoapbQAUBTVm,899991,819621
MBWjH9sZufNzt29KAaZiDdfwTKEJSPZ3hr,1000000,843098
MDM7YsSMoEknyNKDSjPRojVDYjUXaX8qxN,10000000,822349
MUWu9HcrJRsjWkqBoSyiqGo49uPKu89nNa,3000000000000,78562
ML7CB1rxKPKb9ob2ecAyfFdG3nKhNGZZmQ,17482101271,1545525
MCshzfu9VAKVgBwbj4yecw2wL7deWBcL4L,23100000,822380
MJbovrVWPnSfWyG7CNKCZ39KFdY7oekiM6,1000000,840032
MMqA8ozFWHXXo7jwDSST4kNurdWqCfxh6f,2000000,841941
MHLSXoQHzR2nzxSn7Nrs3aLGndxbmpsJfz,1000000,841064
MLDamAu8PVa8yRaWp3argzZc3xTwPQ8bDH,1000000,846207
MSAnrRUS12oUeZTmpy4ejJjoc29fUSyTK4,54000000,852640
MA1UQ7e15QAAkxPNR5zkVfUgwwbcSnuBAP,1000000,841190
MD9pegXsEyBTcXSd5ewh1jYSwvQMipJs9m,2000000,833533
MQTpDZutU1g97FaQEtznUoZRkNDeisby3J,31100000,822411
MAMRSeD4CjgiPp1KmNYNNFekbFT4bLjL5R,22100000,876970
MKESnhLA8KxFKQ85AEAbySqjaxZx3D5sqb,1000000,841941
MEQAGcjZEoLsHE7Lthh9KR3BDjcSFKpBgK,23300000,695618
MRcJ3sM7FQ5vVNVKmU5ksHNQbjLwZsVCfU,2000000,835548
MHqY3Tz7x5ioq8kzwhoxAK8961ywXgqPTE,40200000,876970
MKZkftJdtaJQa2zm8ozf4QzEcEJ6zmWssz,52100000,822912
MDmCYY61s6kxmqTcsamyMz8D3cEYMgQoyR,71100000,770334
MP26h2Es5zGJMvEobGnPFYggjbkWNF6xhV,63100000,843555
MSo2hKFYs5Twq94NuHpSPPrP5KqZ5Z3nhN,21000000,851575
M9Q1dvLUEwc5UZn8oRxufnJgd5Ro5xgUt4,41000000,822361
MJCxFTUunoiRf6zvHr9Zx32yt82cvkDdDX,23000000,847868
MFAg8Pv2ZijitDTQPmLhZ5jD4ooGan2usz,40100000,822399
MWg97U6ZUVuHZ7G6WrsnVnjpvfxhcAvj6d,22200000,843305
MLt5MH4TpZ2YJ6FTPxLGLanVf9Yk9obugj,52100000,852396
M8WWbtqMvuFNixDAySL4gXvinpJKxoYvj6,50000000000,94619
MF5TCEmNn2atu4DbshR5uYU496Ac4AE2sd,506356906,850031
MJa3rFDpDCDHDL3ocpjEdm3ymtH5kJPvCm,62100000,755575
MEK8LYu4tfGCbBxyec18HSEqtffXYg3xBC,1000000,837764
M9vtsnpnW4ap81gGtvY32JibuZNrcDsHze,33100000,843305
MVev3xtmBwjNGnt69ptcAyw24DSthCf2um,52100000,872296
MAUNunFuy3tvxKSbqPfp9qERwhR9ViCCAR,34200000,875789
MF51SPBZYfp7j4meoTQ6CsCiJ8MWhAuEYH,2000000,843088
M9E8jJqUzonLzk3dzAnS7DDqeY9mgLYr7J,22000000,843088
MQKPmgA5mEQocPgXXMRmde2PKZwP33FpRt,32100000,876970
MCrUxn5MuAEgdjLCV6ure2DHgDg2iaaZDb,32200000,824225
MKqnEgcsXEMB7qLoMu9fkeometnZqJ2KoQ,1000000,840032
MH3xnYuBdUdTRSHWvzxE6uRMpRHoAAPgdc,33100000,843305
MMwkK5dD8vL8muu2yZiSG3F74p5ad1hQeh,33486878600,1585346
MVBsNFfRoxYp5CMkpu4iTgxSpKFknQBmjq,1000000,12209
MLf2VvsKCbpvu2bCa8CG57w1Z92vRtz2dy,757454774,44860
MQjiUUxYYWnpjaLv2SjYTnjRAAwwKeqnFm,1000000,11816
MAZ5iARL27FZi3TzxMtHrqzqBAKJrcuxWv,20100000,822475
MABjauetujcQi1CcAgp7ZiCWoox9zyBRpE,22100000,876970
MVyu4ATDmyQgYdnL8WPPJnvAfxbkcWqC2t,13100000,865916
MAS9NiYmCpUmWZgm3aohzp1midgynuHQop,11649704755,85082
MBrhRxhncSVAYzE3ijgBcczpeFmxPXyKp5,42100000,822450
MN3uWmEcLNHWetztNVyJMx77ydoojCM6rn,1000000,842973
MQc5MkRLpDLxhHHERB9mZTLGx9Ek4M1VvN,23200000,845042
MWi5185HYHUiqAGmzUHBqQqLpcbBcnLeAj,1500000,9324
MHRBAZx1WsV1F7RzTGwskF9dUQAvVBzj8x,96887911077,148253
MVEgWqTxsqu5EAw4gQnRjidDUKKp52NrzU,31000000,823386
MVLN3PEBk8QruARjeR4gEeJAPwtcZKYDnt,42100000,784848
MVYu7Dsmh3pbKj7CsZhbJtPznB9oG6HtwM,12100000,860465
MK2iSMuK3TbzF2J8g7CAgY4oLh7pszdKF1,100000000,97225
MCh1w5y3eXYrrtdtFR5vMCvQbgV89XeF32,1000000,851965
MXBVrVEbmMzSwBoHG2XFoQfo3v9Louaoqe,1000000,851889
MQGoLLmvBPoGPHudPNsdebqhPhauxfnzoL,62300000,823711
MVFs2qHdTHkVidc6S2YhE43fBNByPyoxZF,21000000,823001
M9JFpkxTmSNQN4mzfGUSQmbQ2ZNHScPQSH,23000000,862195
MWwWbiPQ12TjZypS1sYhh3XJHPgMoGboxV,2000000,856267
MMBfEs4hgwyq38F8j6tnRQwjxpheFRTaJx,4135363322020,971585
MJYYcbUFL9cRnEQUGxPWzh3MFjCeqjnRdB,30200000,876937
M8Y6QDkdJvtahzXBr6CCaFk28qGTbrhr1C,1387142153,1583118
MWWTTwCJZahVucR51FWzBBc3YAvQhgUYxf,42300000,822349
MK7HVWhdYLdoFfphETPXBaTYeiyiR8jciT,43000000,822435
MLQj9Ng5N7hhW1hE1gt9fR44Pa4proVx9c,30000000,823385
MTd1Nj8kxrYXeDx4fnRCA8eX2CCgnfvkQF,30000000,824887
MWmM38Xd3LR8kt2bn18QC37M7n8GHv8MDN,30000000,824330
MKc3hSBHgdjvfiA2wvdHqZAo6Rj63TKMKH,3000000,848574
MAKH7uMYUwihRWe6jp6bURumsMnuUKET69,33100000,823358
MKHtxHfUHDeGmHNuuCHXkGPxRMZStURb5u,143100000,843555
MDuXx7cASZvbVW6jvyCCmd8jx36ACCAkUg,573677418458,236137
MA5bFynLYiYwh1Dag6knwHMQE8iwK2DR1N,11000000,823950
M8sHuM3zK6L2SQUjsfmmAcP8H8GNndyqoo,1000000,838177
MM6aqcSLANhS5vzfzScRrpAJZ3An8puBn9,33300000,822954
MLp5V8PaVUwaZ3ZzWw31XfYs386zDtfbCR,21100000,871152
MGWr9adqnTUj3WFa44DPQULrJ6zeS7KaxL,51000000,724160
MD7LSBHNUZ1x86Ru4AVrG2sdunbHWhcR8m,130485226463,1125989
MSRiBezAVcGnqjizbTt7ttFLpfLfJiZtqK,60000000,209944
MQFX2jr9tMmuEoL1v11pZTmbkhur1DCosK,32100000,823439
MMPNA9Tz1q6By6Gg1B3CrRwkGEiiz1bTa5,316101431,820792
M9HuRKmcGHUf5iZnjc4483HHW3P2eL64Kk,41400000,831396
MTv3nuYKGDBNiGPgviFoxAwPq21eZNpbdS,4200000000,1740159
MLdmchKTrMnq5s1kmzNr63DTrs3Zm2HkyB,42200000,876970
MAzXyvoBYqtLGqQgz6VfEuU5npTatJuje6,32300000,843305
MDEm51usQJxZgoBXGiMpsRPt2fXpGavApp,250608223,284978
MHey1Q3cTF1RhxKE2f79j2dUKaUBmDcTKV,1000000,847868
MCc1FUQtBTv1dFGrKn4v1MuG3FSoW2jaQo,1000000,848129
MBzKcS1JdXGDTYy7fiyWxCZo4PUAs81hfX,30000000,823415
MNm61UXF4hkroBxzns7H2yBKkagpyjRABd,6650005800000,142447
MCWcBf2N1TDkWW4nVGdaWZpQns9ZUBWqTH,1000000,840032
MPjBRh1v8e5EgFsqXbVkWHQz1zRkkX7Qp1,23100000,843088
MTojnLbci9RBaCV1TzfjCPHqefzvxoiNH3,43300000,876970
MVEu5ENh6Sg711Dwxsa7DZGnWNQ4Yobrtk,41000000,822465
MHapzWbizFZCWB2deWBSwEkT9CCzEp62Df,23100000,844566
MD6Xs5wJR1AUM92748df1Lv3qxQ9zTqSLi,166666666700,1667894
MToURU3SzMtjbn1MytiHov3sMUby8uhKcE,32100000,783758
MKbgvCgYAaKXTeEbsN6y9mx6V69Pd7HsR2,63000000,822976
MQqxwwUQymvfr7f7pe6zK31gWqb1rhEPRi,52000000,820304
MPDoRZVL21xqTEnzUUz4sUuk4cDap7Cxgd,23100000,783217
MVKe6m23ZC8jzvChWLgU9ajD5YAyqKYvHa,21100000,736408
MVBGtbiAFVtwixTgdvPaxmyt33kTFqo88Z,280000000,755708
MDjMbkUxHQmvVgJz5ePnSniDfeEACumc8h,32100000,843070
MCvv8V3UXcxDwCXff2m6deuy3Hs6huoNiC,31200000,867817
MJvX7TFKXPJRMiHTapr4uE2QroFndi7XLP,22100000,843803
MKoz9sftKz7r8Gyj55wY6DojZJcUhvhwV4,23200000,866288
MFYGKQhZ73Ptaq8LwS7kNW2aD5r8z79c8Y,41000000,824326
MFF7aQvJadNzVejeUx3ztLYEyG7zzxN5WV,21000000,824373
M9f4gzreiLRteAcRv1sVhx25nGb1w1x9br,40000000,823396
MNqC4MzUcb2QhLdUDD17Ge9KeMgdGUXQmt,1000000,836711
M8XRrngvunLLSynvE2Wx1RZbKD5VPBLFrP,2695418625,1542720
MAHZTRdTbNprvFa1hFrhjKUn3gm5bobap9,42100000,893078
MUs2n4LvEU7pLKC9jNoDCfAGhWuPyvqiNy,2000000,843088
ME5FvJ4ShHpwucq6xGrJSSyb8V5uCKNzMz,41000000,824336
MT7rHM4SeBA36w8oQ1DGNmJA78pqZsviC1,1118096,1441004
MExXt73si4YWjYfbvANtYPCq7hJ6xx2efx,42200000,859626
MCVHjC74qwsqvhkuUwihdDfaRSPzHBtCK1,1000000,843096
M9b379xo7RnyHNpjHwf3ZNdcoKaM5Sqhzv,32000000,823386
MWthoMSi4DUfvAm9D8t36KmYWp2NQURaDV,400000,865916
MTrp3DZUtN3LhyaFpV6CavAZFipeR8Po8r,11100000,823076
MQJaV65LX5KGJu8qXKQ6gaSvyF4igJtvF8,32200000,820792
MNW7uWxFe7LDRjdKkHviR4UscrJjsqqVJR,10000000,823074
MWs614ndRPs6Knj6LRdBMZ1wqbsigE5jhr,1725300,1367060
MVSYydVosYq3oZKGHfcxEJRAHnPeV7YyU5,58677029041,104727
MU9Sm6sGzmGwgFT4rnL7ck5toTfNXqeYHU,50000000,550244
MQM7e7u9giwmDLHAH4AX4Exau1giyjrsw5,10000000,362280
MDycT7egfK9oNBXCWLimVMwJuy4ngRkSaz,41100000,719792
MVgpniHjuhHv2MgkfhnHxs2FzpSfZSAGU8,1000000,838088
MLf3gcHXbfYd5r8RChhE43y1tPYywWZS94,11000000,748236
MRSGLcofj4RSsHCPSRbxJZpoen4F4pdWRM,2000000,833897
MGP1PRNfiVqJqpgefpUKCgi27o761UrNCK,82700000,860465
MQFGUYiJ9hQ4xc9jkWRXo8KnU5wFVgBL4p,1000000,11401
MGbN6T4CkjEy9hwruSX8nc4iswpECBxAjw,1000000,846195
MVtmV8vsSnVnHzfHD8oQ5w3QwKWEMhxgSR,200000,863018
MKiyqSaScP6KbajnWGHHFBoZfBUL6r96RN,21000000,766492
MUBZNJ5t9FCcFvva3Lv3ELs4EQrjToHHL5,32000000,846072
MRCTRnsQqp9Ho69QdV2zLNmDt5rzabVRpP,1000000,836686
MG8kKvHRMgeSdsnfo6brFSqdZX64inY26M,51100000,688496
M9FBrxRDPgKAjsdGSrUbK8JcErdfJPYd55,42000000,824330
MR8GbvEeJhUHDAArsdCEWe9PzQT5nPYp2Y,1100000,828015
MAUDSHEqf9mVdA5TjZpaDsLddo6ZB3eKhK,21000000,822969
MJsUxcak4pTVjELMe2oJTTAfmujTJ5ezcM,30000000,822354
M8XL16cZDPJ7xNFm4EWaFpySMnbnPsMFpp,32200000,843305
MWWVdvHXxc4pjgYMTCHCMVS3VpYRYbpkQJ,43200000,823386
MV2mvxELJDxZaWPUGZv4qujoAWLYiYy6Lp,22200000,746270
MENjVs1iumZ8HefetZ73z8raZRdQkddEPX,30000000,822425
MPDs9k13piahGqApqR2befeGcQdBqUox7C,72000000,821902
MD9gGWFvtsEZrZ4iZpxvqy4ckjyMZS7ikM,100000,876970
MJ9XeQKqg9L9KPRWv29qBpuhdWkNxXSDqn,1000000000,805291
M9ThJ9hX5dkW1ecJDNsJ9SqdeauFXVFcG2,11100000,825482
MWbLHAcUWKZX4AgTeCeSbpzRVxsCvWJKYw,115000000,1350268
MMBiXY3B2TueaMRBK3no3SvcGFc7cSZ1Zs,99000000000,1558870
MKjhzs94x47nzkTrVasnpQVBeZiuC59e7e,1417792,857429
MVNPpfkWD1dkH6j3VR8EhfJcPXBvMTiuUH,1000000,839184
M8esRjTKcs7Ypkb22TJTW3rj5BMocetznr,2666924792,93230
MNwWYYQRCrszjinaYDa5zksunmVEKmbmwt,31000000,822387
MRJkmLFyZx3E6WYKVjRcXynHpGWsUyTNrE,42100000,749308
MEFjxmEkhCXVnYdtVaiHBEhRfcTixNXF4X,21100000,822349
MTau8xnscVSHdCGj7ynnWtBGVZbrCRJ3A1,5548942,1374769
MSPwVs3gFdioBsacNgDPQN8jCVDcdFdWKU,10000000,822993
MD79C8M4wFCtGFaef7hdUFTbg3NdQGuN1k,23000000,823356
MPsqtPTFPrbcBnr5JbaT3vfRXKUw7dftQs,694466350,370922
MX3jTxJtFo5CZJHcxRenQyDAbXuU2K2X9b,3100000,876970
MFTEDx8WfTTGkp1EPha9TXyLxpr4aJxSAR,1000000,10996
MUkNX5ydCSKoJf61oRxjTXLdv5GVNbCEE3,1100000,10832
MUbJKW7PSWwcKJtsQ9sWe2qjw4T1jLLdNx,61607799,1463384
MUqosrSSzrBWmf9fLHNxSyxyHtGtrNjsV7,20100000,823356
MTTRKGZjBjDfWqo1cD6XCFRcLfBQpLJnuH,53100000,824326
MRbFsffRFPuDYoPC1EGLc8GEP8WvKtfFK5,32100000,864051
MFjpNRff7Ckro1MiM3YkxCTW3Att7sBZAt,31000000,846072
MQYkEFZn4Qu5tRgFtCt965YamnSKpxeJVv,1000000,841425
MGEmXmHr9zzNr51ytz7w5XDuAF9KN8QxkL,2000000,843020
M9hVBoAwSjVGMQu2iNXPHcFoCX5NcmMmjf,53100000,822927
MUUCbAnmn3cHuFwKVDSLeGLSfFV9CuBxEq,33000000,839240
MNWPXpGQPGSxJHvbXsfr3EdGcdAhoFQiBJ,43100000,766492
MNp1Ldjc16M8o8jNXRELsiUGuQ8L1HyL6W,1100000,9364
MJAHDvYvALXmB6Md199x7Lf6aq2Jb12nTD,14325800,1666499
MSEiBeEuYW9Rjb67thBSM95ZsKgvUujkVK,2000000,835740
MH7Lm9nHHnZo9Mstu4bYxfx3snqEfuSi35,52200000,823557
MW9o95ZhHANLAhWqCyL52cKs9smdUXWqis,31000000,849902
MAqbzJoroLagvSKzBEMMMmcnRKupGAHroU,11150000,1479529
MCiG24HMExkqsRXe8kfFHwQGovXspctXFZ,200000,863018
MRiyWeK9soKW5RkyJNJBU7S4VvHcDv4Wqh,10068971191,902512
MDvwBzqb5nr9kXL4RjTTwemMKzH2Mkz6mj,32000000,824326
MHxmPaRWCdHDswVSPPCWBadrM5FbV47S5M,1000000,838077
MK4drL8DsiCP54CB1XWGM2v5kxWrbEqwNZ,22000000,824374
MJSDFybnvWrhoqtw77N6E6wHQxE7Ws1TCH,33000000,821898
MW6kmtHDg4W93UrrcGHYyY56sYM2RgDqLq,41000000,822411
MW91neyKQm72qE3S8fmWiKKsTu6XgSdaLT,167591540000,1406244
MWkUKEGUDEhK1J7zTMkqyRXCNbDTC3o1Ge,107330132221,109401
MTdx1ZgzzKuUQdidmr6oBxAtABv98WvMp5,1000048,960343
MUtTtHEUDhVawt6eTWHaQuVWPHkbsySMeL,79505861,952360
MKASJXVsmkeL6eZXY2rTPDdhHRrmBNheFg,1300000,10242
MVCAbmzDpGJJv9qwtXZmMeXnZbEesc7CLx,51100000,719792
MBgBb1WY8NyeZaiT2ATDmbSDoHQfkRQYAP,2100000,869019
MWi76KeqbXodv7WeQ9Yapj9k4MUMpbtPvN,1400000,863018
MTFTCPmnPpAiCHz7kEBffG188QtnEpcQJc,63000000,818926
MWM7sD8MMNzhyqmSM1S9wwJBdAqqJUFuPy,1000000,841596
MTYHHku2pEkpCKjgLhuptCjeAdj1uNoQ7n,11000000,822413
MA7GcruVa7TaZNSK5RZqf9H1H77Er7gxRJ,2000000,843047
MWWJCtwnBf6ugow3L5HD4qfDemiS3QW7Nb,1666669464,79924
MLssdRVoUWNtUEAyyNGKbf2N2ixFoPytRy,32200000,853002
MJsqpR42sjzQ3NUeUgBPkbAc5Lcji6FP9K,40300000,874779
MKNUHk38Y1Mf8JvoNHoisekrENbxDDzo4U,40100000,823356
MChXfqGseaco32Hi4zVyPLRFB5ycyFjTa3,12200000,827611
MGhe3xzzLRx3SVrF8wgAuBc1HivpUgYCP5,855440280000,1349153
MR8JFzAuHSjq7AXr7BQQYaSfaNtWtcVNkH,21100000,852640
MGM8iTD5Gjd9Yd2rrwqWPHTU3jCrvKy5P3,41000000,822353
M8rxTpFWBThmZYw1KRUXs1Ms6j6z7aBkhq,33100000,824373
MAQf3Q1XqnnG3fuqXbnuR4majJRtXbVLto,18300000000,1413818
MAmaswSFVLjeyGZGBDVgDcDU7EApkiRicG,33300000,852990
MW9vn462orxX3Xc3EJR4fCDJ786nVgpJLe,53000000,847763
MSeyz7KBsiYYhHQApWyyBK5Z7Hkv9AGhRJ,1000000000,678870
MWsX6ZbyZ1vvMbDhF17GiBQdkz8vEtjaZq,1000000,838077
MDJtNwmG7e4EVGQe2T21ybjehpwCFBQPca,42100000,821906
MSR1JymECKNCa6xNyVngXKd6NbqxR3tte5,43100000,841954
MSgZDkULst3MeT71PeVRaoeXhtp5teTk5u,50200000,660362
MMf3EGotu8fNko7Tq1pRaYrHLHmqbRrDhJ,651640669418,887862
MRLcWviJe4m8BXk34arMzWabbs94htJZrU,11000000,820793
MC5ebAEJqovjzqkEfECXB9WmsvWGVBMhsa,22400000,1350264
MRtKv5rh6vpQ1A6dyytE69rgRVZn6EH4vi,23200000,821904
M93BRQj2qbia3VqcFZTCJMK8R3TgRg6saJ,32000000,843305
MTBE6ohi4Z6MdyVH1y95vxez5RUKqLMLFY,31000000,822425
MSSde5CQkKKZq2H5VTN5FPMaLiMFDwg7p3,13000000,822494
M9mhVfCEfFFEooQSd7csWNMvw78XAk9YVh,1000000,841423
MAW33S4u2nj2kArqCjA37dJ7V4i1G9d8mo,63100000,1350595
MW9WfEQjizBcdZiAq2dcwxHUfV5HMDvho8,43000000,843036
MAKHoNnqM2yGLdxp6aoLtTWYWzkY7wEz27,75000000,1093508
MDcGCgfXE2KuwXfUufnk81wPzvnSKa38yK,181461131,1400374
MCQBeNSrwqT3fw3arKPFyJn4etgJJGCcYy,33300000,751459
MCYhnxb3Bgb9S69cBa1FPW1RnatMcg7rLj,2415800,938144
MEZY2bR7vS7uBwhFQjr7EWEtim3dj2Nj2r,440000000,316814
MUN5LJpmrPXyTxdbLJQJEfRxdT31aCYQ1R,42300000,864541
MHm5ptHxKqopJpwTLqZgut8bvHMguoCtz8,11376923,1799524
MDzm38YyfXn3HUhRmLHqtSWe8fThT27nG8,32400000,822411
